sentence	subj_idx	verb_idx	verb_pos	verb	inflected_verb
the river NNP rises within community limits .	1	3	VBZ	rises	rise
NN '' is one of the album 's two closing NNS , the other being `` NNP '' .	0	2	VBZ	is	are
these still VBG images show soldiers VBG and burning their way through town , country and convent , before being RB arrested and executed by their NNS , VBN by peasants , or surviving to live as JJ NNS .	3	4	VBP	show	shows
the undergraduate program includes degrees in business , economics , and NNP management .	2	3	VBZ	includes	include
notable JJ buildings include the NNP hotel ( c .	2	3	VBP	include	includes
the book is recognized as a modern indian by the NNP academy , government of india , ministry of culture , new delhi and is being translated in all major regional indian languages .	1	2	VBZ	is	are
NNS are more abundant and better studied .	0	1	VBP	are	is
we can not yet be sure how large b may be taken , but the theory VBZ us the results do hold for some finite parameter b .	15	16	VBZ	assures	assure
the program will explain how to check out an NNP dealer , help consumers select the right NNP , show how to evaluate used NNP , and supply tips from industry experts from around the country .	13	14	VBP	select	selects
men 's 25 metre centre fire pistol NN scored a CD to bag the silver medal at the event held on 10 october 2010 .	3	4	VBP	centre	centres
this work uses three themes from il NN and a fourth theme that is as yet JJ .	1	2	VBZ	uses	use
for the album cover to travelling without moving , the artwork is similar , but takes on an JJ effect and is seen on a metal NN .	10	11	VBZ	is	are
indeed part of NNP 's complaint is that sir NNP and his companions are not acting like NNS by drinking and singing but like `` NNS '' in an `` NN '' .	1	6	VBZ	is	are
in all patients , the first two years after diagnosis have the highest risk for fatal outcome ; generally , surviving five years VBZ good control of the disease .	7	10	VBP	have	has
whether the information they verify is worth keeping is another discussion .	2	5	VBZ	is	are
the remix of `` gone till november '' features r .	1	8	VBZ	features	feature
the book is now in its CD edition , and more than 400 , 000 copies have been sold in australia , canada , the united states of america and the united kingdom .	1	2	VBZ	is	are
RB , people often have JJ NNP in which they VBP what will be happening in future encounters .	2	4	VBP	have	has
working distance is the main benefit .	1	2	VBZ	is	are
the debate is JJ and ben seems to enjoy these debates .	1	2	VBZ	is	are
violent conflict between the two groups creates problems in the community on a regular basis .	1	6	VBZ	creates	create
each directory is a list of directory entries .	1	2	VBZ	is	are
a central NN is one which can only be successfully found if the brain is involved in the response to the pain ( as opposed to JJ NNS , which can VB a result as a result of NN .	2	3	VBZ	is	are
JJ action and result is a specific application of this greater principle that applies specifically to the JJ actions of JJ beings .	1	4	VBZ	is	are
the song is one of the JJ elements of the australian folk repertoire .	1	2	VBZ	is	are
endorse deletion per NNP ; wikipedia is not a collection of NN or trivial information .	1	6	VBZ	is	are
the state licensing authority is the florida agency for health care administration .	3	4	VBZ	is	are
NNP city has people with different ethnicity which are known for their professional works .	1	2	VBZ	has	have
more recent studies suggest saw NN is no better than NN .	2	3	VBP	suggest	suggests
a second point that the ash also VBZ RB is how long it takes for fine particles to settle .	2	9	VBZ	is	are
the show combines elements of NNP 's film and the original novel , such as the JJ race known as the NNP , powered armor suits and drop NNS .	1	2	VBZ	combines	combine
a second NNS ' game is also launched viewers note and send via NNP the last ball of each of the two games in the episode .	8	9	VBP	note	notes
the municipality is also a part of the east NNP metropolitan area with 1 , 2 million inhabitants where it makes up the JJS part .	1	2	VBZ	is	are
this study showed that intelligence levels change by NN , or historical time .	5	6	VBP	change	changes
according to an NNP official , `` the objective is to provide NN services without VBG in the main functioning of delhi metro .	8	9	VBZ	is	are
in cameroon the region is more or less JJ with the north region , where NNP national park and NNP NNP national park contain some of the endangered species mentioned above .	3	4	VBZ	is	are
free educational group visits are available by arrangement .	3	4	VBP	are	is
the mexican NNP 's song is distinct from other NNS ; it is a complex NN VBD NN of NN and a rich NN .	4	5	VBZ	is	are
city of NNP the lake has one public boat launch , accessed through NNP park .	0	5	VBZ	has	have
the article definitely needs cleanup though .	1	3	VBZ	needs	need
the NNP must report any cash transaction where the customer seems to be trying to avoid NNP reporting requirements by not filing NNP or NNP , for example .	9	10	VBZ	seems	seem
the NN NNP band club main aims are to promote the music culture amongst the locals of NNP NNP and to VB the external titular NNS in honour of the NN of our lady , NNP of NNP NNP , held annually during the last week of may .	6	7	VBP	are	is
having said that , i do think the info in note 1 should be more summary , considering how small the difference is between the alternatives .	21	22	VBZ	is	are
his daughter , NNP NNP is also a leading actress in the bengali film industry .	1	5	VBZ	is	are
next , the film goes into a NN solution .	3	4	VBZ	goes	go
the fourth project , `` now and then '' is the first album to feature the JJ group as it is today .	2	9	VBZ	is	are
the modern history of road transport also involves the development of new vehicles such as new models of JJ vehicles , NNS , motor cars , motor trucks and electric vehicles .	2	7	VBZ	involves	involve
the NNP tribe in NN is a NN section of the NNP tribe .	2	5	VBZ	is	are
the third lead is reports of human doctors and scientists being kidnapped by the NNS and being taken to the NNP orbital platform .	2	3	VBZ	is	are
such behaviour is nothing more than NN of dr newton , and as such is VBG in nature .	1	2	VBZ	is	are
note that arbcom is not asked to consider if the edits presented in this section are valid ; it is , however urged to examine the behavior of the editors involved .	10	15	VBP	are	is
print publications that VBP to NNP are NNP and index of north american geology ; NNP of NNP in geology ; and the NNP NNPS , NNP and index of geology exclusive of north america .	1	6	VBP	are	is
NNS include for example a conference on the `` role of information and communication technologies ( NNP ) in energy efficiency and sustainable development '' in NNP in 2013 .	0	1	VBP	include	includes
maybe i missed it , but the denver concert is not previously detailed .	8	9	VBZ	is	are
when placed within quoted material , square NNS are almost RB used in modern u .	7	8	VBP	are	is
the NN about the origins of this place starts with the name , because while officially known as NNP , for san pedro NNP native inhabitants the real name is NNP .	28	29	VBZ	is	are
only one president 's original full name , NNP NNP grant , forms an english word ( `` NN '' ) .	6	12	VBZ	forms	form
the article references the `` lgbt civil rights movement '' .	1	2	VBZ	references	reference
the JJ president is walter NNP , who is currently living at the age of .	2	3	VBZ	is	are
after analysis , the firm sometimes offers broad suggestions for improvement in a song .	4	6	VBZ	offers	offer
two swords cross inside the circle beneath a red NNP .	1	2	VBP	cross	crosses
many cycling races start , finish or pass through the NNP region .	2	3	VBP	start	starts
when your points are JJ , you attack the other person rather than address his points .	2	3	VBP	are	is
this recording is not professional , possibly being a mixing desk tape but probably an audience NN .	1	2	VBZ	is	are
freshwater species are also JJ , with the asian species at least feeding exclusively on small NNS .	1	2	VBP	are	is
the sample on `` NNP '' is from the 1974 film `` the living dead at the manchester NNP '' by george NNP .	1	6	VBZ	is	are
NNP model considers a JJ population of JJ NNS of NN and JJ NNS .	1	2	VBZ	considers	consider
his son , bill , now lives in NNP , ontario with his wife ( janet ) and three children .	1	6	VBZ	lives	live
night of the dead is a horror film written and directed by eric NNP .	0	4	VBZ	is	are
secondly , the concept of `` the big three '' is somewhat pov and not in wide use .	3	10	VBZ	is	are
for example , the color temperature of an NNP star is about 15 , 000 k compared to an effective temperature of about CD k .	5	10	VBZ	is	are
hip NNS are very dangerous episodes especially for elderly and JJ patients .	1	2	VBP	are	is
in any case the article should be protected from editing and the NN section removed while this discussion continues .	17	18	VBZ	continues	continue
